code,synonyms
"131901ATB","네오마찐정,명인클로르프로마진염산염정100밀리그램,클로마진정"
"131908ATB","명인클로르프로마진염산염정50mg,클로마진정"
"132101ATB","클록센정100밀리그람,트라진정100밀리그람"
"132804CLQ","노비프록스액,댄디케어액,덴드피록스액,바이록스액,세비프록스액,세클록스액,세피록스액,스칼프록스액,시크록솔액,시클로케어액"
"133003ATB","뉴자프릴정,실라자프정,실라프릴정,인히프릴정,제일실라자프릴정"
"133101ATB","시나디핀정,시나롱정,시나핀정,실디롱정10밀리그람,위더스실니디핀정10밀리그램,중외실니디핀정10밀리그램"
"133201ACR","건레탈서방캡슐,녹십자실로스타졸서방캡슐100밀리그램,다나젠실로스타졸서방캡슐100mg,대웅실로스타졸서방캡슐100밀리그램,대원바이오텍실로스타졸서방캡슐100mg,로사졸씨알캡슐,로스탈서방캡슐,삼성실로스타졸서방캡슐100밀리그램,세레탈서방캡슐,셀로스타서방캡슐"
"133201ATB","로사졸정,로스탈정,서울실로스타졸정100밀리그람,실로브이정,실로스탄정,실로스탈정,실로탄정,씨타졸정,프레탈정"
"133201ATR","실로스탄씨알정,실로켐씨알정"
"133202ATB","노크레스정,뉴레탈정,뉴타정,대웅실로스타졸정,대웅실로스타졸정50밀리그램,로사졸정,로젠스정,로타졸정,삼성실로스타졸정,세레탈정"
"133203ACR","건레탈서방캡슐,녹십자실로스타졸서방캡슐200밀리그램,다나젠실로스타졸서방캡슐200mg,대웅실로스타졸서방캡슐200밀리그램,대원바이오텍실로스타졸서방캡슐200mg,로사졸씨알캡슐,로스탈서방캡슐,삼성실로스타졸서방캡슐200밀리그램,세레탈서방캡슐,셀로스타서방캡슐"
"133203ATR","실로스탄씨알정,실로켐씨알정,실로탄씨알정"
"133301ATB","국제시메티딘정,넬슨시메티딘정,뉴메티딘정,뉴씨메정,대우시메티딘정,동구시메티딘정200밀리그램,듀얼메트정,라이트시메티딘정,마가시딘정,메티딘정"
"133301BIJ","동광시메티딘주,에취투주,제일제약시메티딘주사액,타가메트주사,타그마주200밀리그람"
"133302ATB","대우시메티딘300밀리그람정,싸이메트정300밀리그람,하이메틴정300밀리그람"
"133303ATB","드림파마시메티딘정,안국시메티딘400밀리그람정,알보젠시메티딘정400mg,지엘시메티딘정400밀리그램,타가메트정,타가메트정400밀리그람,하스틴정,하이메틴정"
"133330BIJ","동광시메티딘주,에취투주,제일제약시메티딘주사액200mg,타가메트주사"
"133501ATB","부파론정,스파기론정,시메트라정,시메트롬정,시메피움정,아메론정,알기론정,알메트정,알피움정,알피트정"
"133502BIJ","브로퓸주사,알기론주사액,알피트주사"
"133530BIJ","브로퓸주사,시메트로주사,알기론주사액,알피트주사"
"133601ATB","프레파정,한림브렌딜정(말레인산시네파짓"
"133602BIJ","대웅말레인산시네파짓주,디네파주,세라파짓주,시네파진주,신네트주,프레파주,한림브렌딜주사(말레인산시네파짓"
"134101BIJ","대한시프로플록사신주,로푸신주(시프로플록사신,명문시프로플록사신주사,사이톱신주,시프록스주,시프맥신주,싸이신주사100밀리그람,씨록주사 ml,씨록주사ml,씨에프주"
"134102COS","로사신점안액(염산시프로플록사신,밀프록스점안액,비시프로점안액,씨에프점안액(시프로플록사신,씨펙스점안액,씨프러스점안액,씨프로신점안액(수출명:씨클점안액다플록스점안액,키포신점안액"
"134103ATB","경방시프로플록사신염산염수화물정,뉴록사신정,로프신정,록신정,마이팜염산시프로플록사신정250밀리그람,메가록신정,메가시플록정,미래시프로플록사신정,베아신정,보람시프로플록사신정"
"134104BIJ","대한시프로플록사신주,로푸신주(시프로플록사신,명문시프로플록사신주사,사이톱신주,삼성시프로플록사신주,시프로시나주,시프록사신주,시프록스주,싸이신주사100밀리그람200밀리그람400밀리그람,씨록주사 ml"
"134105ATB","베아신정,싸이신정,씨록정,씨록탄정,씨프록탄정,후록신정"
"134106BIJ","대한시프로플록사신주,로푸신주(시프로플록사신,사이톱신주,싸이신주사400밀리그람,씨에프주,씨프러스주,씨프로바이주사,유니시프로사신주사,중외시프로플록사신주,큐프론주(백"
"134107CLQ","셉토시프로점이액,시프레닛점이액"
"134132COS","로사신점안액,씨펙스점안액,씨프러스점안액"
"134133BIJ","대한시프로플록사신주,로푸신주(시프로플록사신,사이톱신주,시프로코스주,시프록사신주,시프록스주,시프리스주,시프맥신주,싸이신주사,씨록주사 ml"
"134134BIJ","뉴록사신주,대한시프로플록사신주,로푸신주(시프로플록사신,명문시프로플록사신주사,베아신주,사이톱신주,삼성시프로플록사신주,시프로주,시프로코스주,시프록사신주"
"134135BIJ","뉴록사신주,대한시프로플록사신주,로푸신주(시프로플록사신,명문시프로플록사신주사,베아신주,사이톱신주,삼성시프로플록사신주,시프로주,시프로코스주,시프록스주"
"134501BIJ","산도스시스플라틴주 mL,산도스시스플라틴주mL,시스파틴주사액,시스파틴주사액10밀리그람,씨스푸란주10밀리그람,유니스틴주10밀리그람,유니스틴주사액 ml,유니스틴주사액ml,중외시스플라틴10밀리그램주,푸라시스주"
"134502BIJ","산도스시스플라틴주 mL,산도스시스플라틴주mL,에베베시스플라틴주 mL,에베베시스플라틴주mL"
"134503BIJ","산도스시스플라틴주 mL,산도스시스플라틴주mL,시스파틴주사액,시스파틴주사액50밀리그람,씨스푸란주,유니스틴주50밀리그람,유니스틴주사액 mL,유니스틴주사액mL,중외시스플라틴50밀리그램주,푸라시스주"
"134530BIJ","산도스시스플라틴주 mL,산도스시스플라틴주mL,시스파틴주사액,씨스푸란주,유니스틴주사액 ml,유니스틴주사액ml,중외시스플라틴10밀리그램주"
"134532BIJ","산도스시스플라틴주 mL,산도스시스플라틴주mL"
"134533BIJ","산도스시스플라틴주 mL,산도스시스플라틴주mL,시스파틴주사액,씨스푸란주,중외시스플라틴50밀리그램주"
"134534BIJ","유니스틴주사액 mL,유니스틴주사액mL,플라토신주사"
"134602BIJ","네오콜린주250밀리그람,비씨시티콜린주사,스타토닐250밀리그람주"
"134603BIJ","데시콜린주500밀리그람,마이팜시티콜린주,바이티콜주(시티콜린,비씨시티콜린500밀리그람주사(시티콜린나트륨,스타코린주500밀리그람,신풍시티콜린주사액500밀리그람,아주시티콜린주액500밀리그람,알파콜린주,참시티콜린주(시티콜린,코러스시티콜린주(소듐시티콜린"
"134631BIJ","데시콜린주500밀리그람,비씨시티콜린주사(시티콜린나트륨,스타코린주500밀리그람,아주시티콜린주,알파콜린주,참시티콜린주(시티콜린,코러스시티콜린주(시티콜린나트륨"
"134901ATB","광동클래리트로마이신정250mg,뉴클래토정,대웅바이오클래리트로마이신정,동광클래리트로마이신정,래리스정,래리스정250밀리그람,래트로신정,레토스정,리마클로정,리스로마이신정"
"134902BIJ","클래리시드정주,클래리시드정주500밀리그람"
"134903ASY","광동클래리스로마이신건조시럽,대웅바이오클래리트로마이신건조시럽,레토스건조시럽,리마클로건조시럽,리스로마이신건조시럽,비알클래건조시럽,슈넬클래리트로마이신건조시럽,슈클래리건조시럽,씨라클건조시럽,씨클라린건조시럽"
"134904ATB","뉴클래토정,대웅바이오클래리트로마이신정,래리스정,래리스정500밀리그람,래트로신정,레타미정,리트신정,마비드정,삼성클래리트로마이신정500밀리그램,셀트리온클래리트로마이신정500밀리그램"
"134905ASY","광동클래리스로마이신건조시럽,비알클래건조시럽,슈클래리건조시럽,크래리스건조시럽,클라리스건조시럽250밀리그람,클라리움건조시럽,클래리시드건조시럽,클래신건조시럽,클리어마이신건조시럽,헤라신건조시럽250밀리그람"
"134931ASY","클래론건조시럽"
"134933ASY","비알클래건조시럽,클래씨드건조시럽"
"134934ASY","비알클래건조시럽,클래리시드건조시럽,클래씨드건조시럽"
"134935ASY","광동클래리트로마이신건조시럽 5mL,광동클래리트로마이신건조시럽5mL,뉴클래토건조시럽,대웅바이오클래리트로마이신건조시럽 5mL,대웅바이오클래리트로마이신건조시럽5mL,독립클래리돈건조시럽,동광클래리트로마이신건조시럽 5mL,동광클래리트로마이신건조시럽5mL,레타미건조시럽,레토스건조시럽"
"134936ASY","비알클래건조시럽,클래리시드건조시럽"
"134937ASY","광동클래리트로마이신건조시럽 5mL,광동클래리트로마이신건조시럽5mL,뉴클래토건조시럽,레타미건조시럽,비알클래건조시럽,슈클래리건조시럽,쎄클래신건조시럽,일성클래리트로마이신건조시럽 5mL,일성클래리트로마이신건조시럽5mL,제클리건조시럽"
"134939ASY","비알클래건조시럽,클라리움건조시럽,클래리시드건조시럽"
"134940ASY","클래리시드건조시럽"
"134942ASY","비알클래건조시럽,클래씨드건조시럽"
"135301ASY","소아용코판시럽,코오롱염산클렌부테롤시럽"
"135331ASY","소아용코판시럽,코오롱염산클렌부테롤시럽"
"135601BIJ","크레오신주 ml,크레오신주ml,훌그램주사(클린다마이신포스페이트"
"135630BIJ","크레오신주 ml,크레오신주ml,클리마이신주(클린다마이신포스페이트,클리스코주,훌그램주사"
"135631BIJ","클리마이신주(클린다마이신포스페이트,훌그램600밀리그램주사"
"135801CLQ","더모베이트액,더비솔액,도모호론액,베타베이트액,스테이벤액,코베이트액,크러벤액,크로베이트액(프로피온산클로베타솔,크로솔액,프로솔액"
"135802CCM","도모호론크림,베타베이트크림,크로베손크림,클로베타크림"
"135802CLT","클로벡스로션,프로솔로션"
"135802COM","더모베이트연고,도모호론연고,베르단트크림,베타베이트연고,크로베이트연고(프로피온산클로베타솔,클로베타연고,프로솔연고"
"135831CCM","도모호론크림,베타베이트크림"
"135831COM","더모베이트연고,베타베이트연고,크로베이트연고(클로베타솔프로피오네이트"
"135833CLQ","더비솔액,스테이벤액,코베이트액,크러벤액"
"135835CLQ","도모호론액,베타베이트액(클로베타솔프로피오네이트)[수출명:클로베덤액]"
"135837CLQ","더비솔액,듀오피엔액,제이클로벨액,케이타솔액,코베이트액,크로베이트액(클로베타솔프로피오네이트,크로솔액,프로솔액"
"135842COM","도모호론연고,베타베이트연고,케이타솔연고,크로베이트연고(프로피온산클로베타솔,클로베타연고,프로솔연고"
"135844CCM","도모호론크림,베타베이트크림,클로베타크림"
"135844COM","도모호론연고,프로솔연고"
"135901CCM","아미솔크림,유모베이트크림,유베나크림"
"135930CCM","아미솔크림,유모베이트크림"
"136201ATB","마이팜클로미펜정,영풍클로미펜시트르산염정"
"136302ACH","그로민캡슐,환인염산클로미프라민캡슐25밀리그램"
"136401ATB","리보트릴정,환인클로나제팜정0.5밀리그램"
"136601ATB","노리스정,디크로닉정,바로론정,바르젠정,바르젠정(클로닉신리시네이트,비올라정(클로닉신리지네이트,시로나정(클로닉신리신,아닐릭신정125밀리그람,코네트정,크노닌정125밀리그람"
"136603ATB","디크로닉정250밀리그람,크레닉정250밀리그람,크록신정250밀리그람(클로닉신리지네이트"
"136901ATB","건일클로피도그렐정,경보클로피도그렐정,그로리정,글로그렐정,글로피도그렐정,네오빅스정,뉴빅스정,뉴클로파인정,뉴클린정,뉴프렐정"
"137302ATB","리제정,크로밀정5밀리그람"
"137401CTB","래피탈질정(클로트리마졸,로마졸질정,오엔스질정,카네마졸100밀리그람질정,카네스텐질정,카로마스텐질정100밀리그람,카리마질정,카마졸질정,칸디스텐질정,칸디질정"
"137402CCM","로마졸크림,카네스텐크림,카로마스텐크림,카마졸크림,크리스탄크림(클로트리마졸,타리마졸크림,하네졸크림"
"137403CTB","래피탈질정,래피탈질정500밀리그람,카네스텐1질정"
"137404CMS","카네스텐1질정· 크림콤비팩,카네스텐1질정·크림콤비팩"
"137431CCM","로마졸크림,카네스텐크림"
"137432CCM","로마졸크림,카네스텐크림,카마졸크림"
"137433CCM","로마졸크림,카네스텐크림"
"137435CCM","로마졸크림,크리스탄크림(클로트리마졸,타리마졸크림"
"137501ATB","클로자릴정,클자핀정"
"137502ATB","클로자릴정,클자핀정"
"137602BIJ","액티나마이드주1000마이크로그람,코미드주사"
"137703ATB","구주인산코데인정,데코인정,명문인산코데인정,비씨인산코데인정,하나인산코데인정"
"137801ATB","콜키닌정,콜킨정"
"138101ACH","글리틴리드캡슐,녹십자콜린알포세레이트캡슐,메모엠리드캡슐,알포아티린리드캡슐,알포콜린리드캡슐,콜리아센리드캡슐,콜린스타리드캡슐,콜린케이리드캡슐"
"138101ACS","그라시아연질캡슐,그리아연질캡슐,그리아틴연질캡슐,글라틴연질캡슐,글로리아연질캡슐,글리레이트연질캡슐,글리마인연질캡슐,글리벤트연질캡슐,글리세이트연질캡슐,글리세틸연질캡슐"
"138101APD","그리아산제,리콜린산제,보령콜린알포세레이트산제"
"138101ATB","그라시아정,그리아정,그리아틴정,글리세이트정,글리세틸정,글리아나정,글리아린정,글리아민정,글리아젠정,글리아진정"
"138103ASY","그리아시럽,글리세틸시럽,글리아스시럽,글리아타민시럽,글리이틴시럽,뉴로콜린시럽,뉴티린시럽,리멘타시럽,메모코드시럽,메모티린시럽"
"138104ASY","글리커버시럽,글리틴시럽,뉴글리아시럽,실버세린시럽,알포민시럽,알포콜린시럽,유니콜린시럽,콜리네이트시럽,포스콜린시럽"
"138130BIJ","글리아타민주,글리아티린주사액,종근당글리아티린주"
"138201BIJ","씨알에이치주사,씨알에이치페링"
"138701ATB","벤자민정,시벤스정,시클펜정,싸이벤정,싸이프린정,클로벤정"
"138901COS","바쉬앤드롬염산싸이크로펜톨레이트점안액,싸이크로질점안액,오큐시클로점안액(시클로펜톨레이트염산염,펜톨레이어점안액"
"138933COS","바쉬앤드롬염산싸이크로펜톨레이트점안액,싸이크로질점안액"
"139005BIJ","알키록산주500밀리그람,엔독산주"
"139101ACH","시세로캅셀,싸인세린캅셀,크로세린캡슐,하원시클로세린캅셀"
"139202BIJ","사이폴주,산디문주사"
"139230BIJ","사이폴주,산디문주사"
"139503ACS","동화엘기톤연질캡슐,셀라인연질캅셀500밀리그람(엘시스틴,에이더마연질캡슐,엘토신연질캡슐(L 시스틴,엘토신연질캡슐(L시스틴,종근당엘시스틴연질캡슐500밀리그람,하원엘시스틴연질캅셀500밀리그람,휴온스엘시스틴연질캡슐"
"139601BIJ","싸이토사유주100밀리그람,우양팜시타라빈주사액100밀리그람,중외시타라빈바이알주사액,타빈주 ml,타빈주ml,파마리서치시타라빈주,호스피라시타라빈주"
"139602BIJ","산도스시타라빈주 mL,산도스시타라빈주mL,싸이토사유주사1그람,에베베시타라빈주 mL,에베베시타라빈주mL,중외시타라빈바이알주사액,폴딩시타라빈주 ml,폴딩시타라빈주ml"
"139605BIJ","산도스시타라빈주 mL,산도스시타라빈주mL,에베베시타라빈주 mL,에베베시타라빈주mL,중외시타라빈바이알주사액,폴딩시타라빈주 ml,폴딩시타라빈주ml"
"139630BIJ","중외시타라빈주,타빈주 ml,타빈주ml"
"139631BIJ","중외시타라빈바이알주사액100밀리그램,타빈주 ml,타빈주ml,호스피라시타라빈주 5ml,호스피라시타라빈주5ml,화이자시타라빈주 5ml,화이자시타라빈주5ml"
"139632BIJ","중외시타라빈바이알주사액,타빈주 밀리리터,타빈주밀리리터"
"139633BIJ","폴딩시타라빈주 ml,폴딩시타라빈주ml,화이자시타라빈주"
"139634BIJ","산도스시타라빈주 mL(시타라빈,산도스시타라빈주mL(시타라빈,중외시타라빈바이알주사액"
"139635BIJ","산도스시타라빈주 mL(시타라빈,산도스시타라빈주mL(시타라빈,중외시타라빈바이알주사액"
"139637BIJ","폴딩시타라빈주,화이자시타라빈주"
"139901BIJ","데티신주100밀리그람,디티아이주"
"139902BIJ","데티신주200밀리그람,디티아이주200밀리그람,디티아이주200밀리그람(다카르바진"
"140001BIJ","제나팍스주25밀리그람"
"140101BIJ","코스메겐주,한국유나이티드닥티노마이신주"
"140201BIJ","프라그민주,프라그민주 ml,프라그민주ml"
"140203BIJ","프라그민주 ml,프라그민주ml"
"140231BIJ","프라그민주 ml,프라그민주ml"
"140232BIJ","프라그민주 ml,프라그민주ml"
"140233BIJ","프라그민주 ml,프라그민주ml"
"140302ACH","다노실캡슐200밀리그람,영풍다나졸200mg캡슐"
"140403BIJ","단트롤렌주,단트리움아이브이주20mg"
"140501ATB","태극답손정100밀리그램,태준디디에스정100밀리그람"
"140601BIJ","다우노브라스티나주사,다우노신주,세루비딘주사"
"140701BIJ","데스훼랄주사500밀리그람,디비엘데페록사민메실레이트주,화이자데페록사민메실레이트주500mg"
"140801ATB","데라코트정(데프라자코르트)데라코트정,데코트정,데프라딘정,데프라코트정,데프코트정,데플라정,캘코트정6밀리그람,테라코트정,테코르트정,프라코트정"
"141401AGN","데니린세립,데모린세립,데스몬세립,데스프린세립"
"141401APD","데모레신산,데스모린오디프스산,데스모프오디프스산,엔유린오디프스산,오베아오디프스산,코데스모오디프스산"
"141401ATB","뉴리탄정,데모린정,데소닉정,데스린정,데스민정,디튜린정,레니신정,모나린정,미뉴린정,미니레신정"
"141401ATD","데소닉구강용해필름,데소닉스구강용해필름,듀레신구강용해필름"
"141403CLQ","미니린비액0.1밀리그람 밀리리터,미니린비액0.1밀리그람밀리리터"
"141404AGN","데니린세립,데모린세립,데소민세립,데스몬세립,데스프린세립"
"141404APD","데모레신산,데스모린오디프스산,데스모프오디프스산,엔유린오디프스산,오베아오디프스산,코데스모오디프스산"
"141404ATB","뉴리탄정,데모린정,데소닉정,데스린정,데스민정,디튜린정,레니신정,미뉴린정,미니레신정,미니린정"
"141404ATD","데소닉구강용해필름,데소닉스구강용해필름,듀레신구강용해필름"
"141405CSI","데스모프레시나메데나잘스프레이,데스핀나잘스프레이,미니린나잘스프레이"
"141431CLQ","미니린비액0.1밀리그람 밀리리터,미니린비액0.1밀리그람밀리리터"
"141501CCM","데소나크림,데소넬크림,데소니아크림,데소덤크림,데소엠크림,데스오웬크림,데스원크림(데소나이드,마일드원크림,아토맥스크림,제스윈크림"
"141501CLT","더모나이드로션,데소나로션,데소니아로션,데소엠로션,데소크린로션,데스오웬로오숀,데스원로션,동구더모로션(데소나이드,아토맥스로션,케어덤로션"
"141531CCM","나리스크림,데소나크림,데소니아크림,마일드원크림,아토맥스크림,케어덤크림"
"141534CLT","더모나이드로션,동구더모로션"
"141535CLT","데소크린로션,데스원로션"
"141536CCM","나리스크림,데소나크림,데스오웬크림,마일드원크림"
"141537CLT","나리스로션,데소나로션,데소니아로션,케어덤로션,토피덤로션"
"141538CCM","데소니아크림,데소덤크림"
"141540CLT","나리스로션,데소나로션,데소니움로션,데소크린로션,데스원로션,아토맥스로션,케어덤로션,토피덤로션"
"141543CLT","데스오웬로션,동구더모로션,토피덤로션"
"141601CLT","데라파손로션,데옥손로션,데타손로오숀,에스파손로션"
"141602CCM","데라파손겔,데메타손겔,데속시원겔,데옥손겔,메타파손겔,에스파손겔"
"141631CCM","데메타손겔,데속시원겔,데옥손겔,에스파손겔"
"141632CCM","메타파손겔,제이데속시겔"
"141633CLT","데라파손로션,데옥손로션,데타손로션,에스파손로션"
"141634CLT","데라파손로션,데타손로션"
"141634COM","데스타손연고,데타손연고"
"141635COM","데스타손연고,데타손연고"
"141636CCM","데속시원겔,데스타손겔"
"141901ATB","유한덱사메타손정,유한메디카덱사메타손정"
"141902COS","맥시덱스점안액,비덱사점안액"
"141903ATB","대우덱사메타손정0.75밀리그람,덱사소론정0.75밀리그람,덱사코티실정,부광덱사메타손정,삼남덱사메타손정,신일덱사메타손정,크라운덱사메타손정"
"141904ATB","덱사하이정,제이손정"
"141906CIM","오저덱스이식제,오저덱스이식제700마이크로그람"
"142101CCM","덱사덤크림,덱사톱크림"
"142201BIJ","대원덱사메타손주사액,덱사신주,덱사에스주,동광덱타손주,아나덱사주,아주덱사메타손디나트륨인산염주사액[수출명:덱사메디코주사액(덱사메타손디나트륨인산염)],유한디나트륨인산덱사메타손주사액,제일덱사메타손주사액,중외덱사메타손주,휴메딕스덱사메타손포스페이트이나트륨주사"
"142232BIJ","대원덱사메타손주사액,덱사메타주,덱사신주,덱사에스주,덱시롤주,동광덱타손주,아나덱사주,아주덱사메타손디나트륨인산염주사액[수출명:덱사메디코주사액(덱사메타손디나트륨인산염)],유니덱사주(덱사메타손포스페이트이나트륨,유한디나트륨인산덱사메타손주사액"
"142301ACS","데코라펜연질캡슐,덱스핀연질캡슐(덱시부프로펜,비오펜연질캡슐,삼성덱스펜연질캡슐,에스빌연질캡슐,이지엔6프로연질캡슐(덱시부프로펜,자이펜연질캡슐,펜타우드연질캅셀,펜타우드연질캡슐"
"142301ATB","그리펜 에스정,그리펜에스정,글로덱시정,닥스펜정,대웅바이오덱시부프로펜정300밀리그램,데코라펜정,데코펜정,덱브펜정,덱사펜정,덱스렌정"
"142302ATB","닥스펜정,데코라펜정,레보펜정,애니펜정150밀리그람"
"142303ATB","다산덱시부프로펜정,덱스론정,덱스리펜정,덱시날정,덱시디펜정,덱시딜정,덱시로그펜정,덱시록정,덱시론정,덱시부정"
"142304ASY","닥스펜시럽,덱스핀시럽,덱시노펜시럽,덱시부시럽,덱시부케이시럽,덱시브판시럽,덱시탑시럽,덱시푸루펜시럽,동화덱시부프로펜시럽,디부로펜시럽"
"142331ASY","덱스핀시럽,덱시탑시럽,레보펜시럽,맥시부펜시럽,보령펜시럽,애니펜시럽,애스펜시럽,엑스펜시럽,자이펜시럽,코키즈펜시럽"
"142332ASY","맥시부펜시럽,보령펜시럽,엑스펜시럽"
"142333ASY","맥시부펜시럽,보령펜시럽,엑스펜시럽,코키즈펜시럽"
"142334ASY","닥스펜시럽,덱스핀시럽,덱시노펜시럽,덱시디펜시럽,덱시딜시럽,덱시부시럽,덱시부케이시럽,덱시브판시럽,덱시탑시럽,덱시푸루펜시럽"
"142336ASY","이지쿨시럽,큐어펜시럽"
"142401BIJ","덱스테놀주,듀테놀주,엑스테놀주사액500밀리그람"
"142402COM","보드롤연고,비판텐연고"
"142430BIJ","덱스테놀주,듀테놀주"
"142501BIJ","카디옥산주,카디옥산주500밀리그람"
"142703BIJ","대한포도당주사액,제일포도당주사액,중외포도당주사액,휴온스포도당주사액"
"142706BIJ","대한포도당주사액,씨제이포도당주사액,유케이케미팜포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142708BIJ","대한포도당주사액,비브라운포도당주사액,씨제이포도당주사액,유케이케미팜포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142709BIJ","대한포도당주사액,씨제이포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142710BIJ","대한포도당주사액,비브라운포도당주사액,씨제이포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142711BIJ","대한포도당주사액,비브라운포도당주사액,씨제이포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142712BIJ","대한포도당주사액,비브라운포도당주사액,씨제이포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142713BIJ","대한포도당주사액,비브라운포도당주사액,씨제이포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142715BIJ","대한포도당주사액,씨제이포도당주사액,중외포도당주사액"
"142717BIJ","대한포도당주사액,중외포도당주사액"
"142718BIJ","대한포도당주사액,씨제이포도당주사액,이노엔포도당주사액,중외포도당주사액"
"142719BIJ","대한포도당주,중외포도당주사액"
"142720BIJ","대한포도당주,씨제이포도당주사액,중외포도당주사액"
"142801ACH","디아센캡슐,명문아트로다캅셀25밀리그람,아세렌캡슐,아트렌캡슐,아트세린캅셀25밀리그람"
"142802ACH","다이세린캡슐,다이아세린캡슐,데사린캡슐,동구디아세레인캡슐50mg,디레인캡슐,디세나캡슐,디세렌엠캡슐,디세렌캡슐,디세린캡슐,디세아캡슐"
"142901BIJ","대원디아제팜주사액,메로드주사액,명인디아제팜주,삼진디아제팜주"
"142902ATB","대원디아제팜정2밀리그램,메로드정2밀리그람,명인디아제팜정2밀리그람,바리움정2밀리그람,삼진디아제팜정2밀리그람"
"142903ATB","메로드정5밀리그람,명인디아제팜정5밀리그람,바리움정5밀리그람,부광디아제팜정5밀리그람,삼진디아제팜정5밀리그람"
"142930BIJ","대원디아제팜주사액,메로드주사액,명인디아제팜주,삼진디아제팜주"
"143301CCM","볼타렌에멀겔,토라렌크림"
"143302CPL","디디엘첩부제(디클로페낙디에칠암모늄,디클로플렉스플라스타,디페나 엘 플라스타,디페나엘플라스타,디페인플라스타,류마스탑플라스타,류코트라플라스타,케이디펜플라스타,티젠플라스타"
"143330CCM","디페렌크림,볼타렌에멀겔"
"143331CCM","볼타렌에멀겔,토라렌크림"
"143402ATB","카타스정50밀리그람,카타후람정50밀리그람"
"143502BIJ","구주디클로페낙주사액,대한디클로페낙주,디코론주사액,디페인주사,라이낙주,레틸론주,로락틴주,로페낙주,메디카디클로페낙주,메파렌주75밀리그람"
"143503CCM","스팅겔,스포겔,에스펜겔"
"143504ATB","디낙스정,디페인정,신일디클로페낙나트륨정,카덱신정,토라렌정,하나디클로페낙나트륨정,하원디클로페낙정25밀리그람"
"143505COS","데크롤점안액,디크란점안액(디클로페낙나트륨,디페낙점안액,볼타렌점안액,비디틴점안액,아이펙신점안액,오페낙점안제,옵타낙점안액(디클로페낙나트륨,클낙점안액"
"143506ATB","디낙스정,신일디클로페낙나트륨정50밀리그람,하나디클로페낙나트륨정50밀리그람(수출명:볼맥스정"
"143532COS","디크란점안액(디클로페낙나트륨,디클로점안액,디클엠점안액,볼타렌점안액,아이펙신점안액,오페낙점안제,옵타낙점안액(디클로페낙나트륨,옵티페낙점안액,클낙점안액,클로페낙점안액"
"143533COS","디클로점안액,디페낙점안액,리페낙점안액,비디틴점안액,아이펙신점안액,옵티페낙점안액,클낙점안액,클로페낙점안액,휴디낙점안액,휴클로점안액"
"143534BIJ","신풍디클로페낙나트륨주"
"143535BIJ","구주디클로페낙주사액,글로페낙주,대한디클로페낙주,디코론주사액(디클로페낙나트륨,디클로아이주,디클펜주,디페릭주,디페인주사,라이낙주,레틸론주"
"143537CCM","스팅겔,스포겔"
"143601BIJ","글로베타주,뉴베타주,뉴보라렌주,뉴페낙주사,뉴페낙주사(디클로페낙베타 디메칠아미노에탄올,뉴페낙주사(디클로페낙베타디메칠아미노에탄올,다이크론주,디로낙주,디베타씨주,디크놀주사"
"143630BIJ","뉴베타주,디크놀주사"
"143631BIJ","글로베타주,뉴베타주,뉴보라렌주,뉴페낙주사,다이크론주,디로낙주,디베타씨주,디코낙에프주,디크놀주사,디클로라주"
"143901ACH","레노렌캅셀,후루다랜캅셀"
"144101ACH","동광디페메린캅셀,리메린캅셀"
"144102BIJ","대한루오스틸주,동광디페메린주,리메린주(염산디페메린,림메주,신일염산디페메린주사액"
"144401CCM","디크론크림,디프라크림,태썬크림"
"144430CCM","디프라크림,태썬크림"
"144431CCM","디크론크림,디프라크림,태썬크림,플라손크림"
"144432CCM","디크론크림,태썬크림,플라손크림"
"144433CCM","디라손크림,디크론크림,디프라크림,태썬크림,플라손크림"
"144434CCM","디크론크림,디프라크림,태썬크림,플라손크림"
"144501COM","네리소나연고,디푸코연고"
"144530COM","네리소나연고,디푸코연고"
"145001ATB","다베리움정"
"145002ATB","알미리드정5밀리그람"
"145301ATB","알안탁정(알디옥사,알티마정"
"145501ACS","가레오연질캡슐,갈로신연질캅셀250밀리그람"
"145601ATB","부광코멜리안정50밀리그람,카네프정"
"145703ACR","딜테란서방캡슐,푸로골서방캡슐,헤르벤서방캡슐"
"145706ATB","카디아젬정,헤르벤정"
"145707ATR","대원딜티아젬염산염서방정90mg,유영딜티아젬서방정90밀리그람,카르디벤서방정90밀리그람,하이퍼벤서방정,헤르벤서방정"
"146401ASS","다이톱현탁액,디옥타현탁액,슈멕톤현탁액(디옥타헤드랄스멕타이트,스멕타현탁액,스멕테이트현탁액,포타겔현탁액"
"146431ASS","다이톱현탁액,디옥타현탁액,슈멕톤현탁액(디옥타헤드랄스멕타이트,스멕타현탁액,스타빅현탁액,포타겔현탁액"
"146432ASS","다이톱현탁액,슈멕톤현탁액(디옥타헤드랄스멕타이트,스멕타현탁액,스타빅현탁액,포타겔현탁액"
