code,synonyms
"673900ATB","로수암핀정5 5밀리그램,로수암핀정55밀리그램,로토디핀정5"
"674000ATB","로수암핀정10 5밀리그램,로수암핀정105밀리그램,로토디핀정10"
"674100ATB","로수암핀정20 5밀리그램,로수암핀정205밀리그램,로토디핀정20"
"674301ATB","스테글라트로정"
"674302ATB","스테글라트로정"
"674500ATB","바독시플러스정,바디본정,바비본정,바제듀오정,바제디플러스정,바제롤정,바제비타정,바제스타정,바제칼디정,바제콤디정"
"675100ATB","스테글루잔정5 100밀리그램,스테글루잔정5100밀리그램"
"675500ATB","네시나메트정12.5 850밀리그램,네시나메트정12.5850밀리그램"
"676701BIJ","헴리브라피하주사"
"676702BIJ","헴리브라피하주사"
"676703BIJ","헴리브라피하주사"
"676704BIJ","헴리브라피하주사"
"676705BIJ","헴리브라피하주사"
"677000ATB","듀오웰에이정40 5 20밀리그램,듀오웰에이정40520밀리그램"
"677100ATB","듀오웰에이정80 5 20밀리그램,듀오웰에이정80520밀리그램"
"677200ASY","코푸시럽,코푸진시럽"
"677300ATB","올로맥스정20 5 5밀리그램,올로맥스정2055밀리그램"
"677400ATB","올로맥스정20 5 10밀리그램,올로맥스정20510밀리그램"
"677500ATB","올로맥스정40 10 10밀리그램,올로맥스정401010밀리그램"
"677600ATB","올로맥스정40 10 20밀리그램,올로맥스정401020밀리그램"
"678600ATB","로수암핀정10 10밀리그램,로수암핀정1010밀리그램"
"679300ACH","뉴스타틴듀오캡슐,리로우펜캡슐,리바펜캡슐,리페스틴캡슐,스타페노캡슐,스타펜캡슐,업타바캡슐,타스페노캡슐,페바로에프캡슐,피바펜캡슐"
"679300ATB","바로페노정2,제피노정2,피타로우에프정2,피타스론정2"
"679401ACS","뉴메틴미니연질캡슐,메가엠미니연질캡슐2그램,미니플로연질캡슐2그램,오마론미니연질캡슐2그램,오마스미니연질캡슐2그램,오마코미니연질캡슐2그램,오마티지미니연질캡슐2그램,오메가원프로연질캡슐,오메티드큐티렛연질캡슐,오메틸큐티렛연질캡슐"
"679402ACS","글로메가연질캡슐,뉴마코연질캡슐,뉴메틴연질캡슐,다림오메가3연질캡슐1000밀리그램,동구오메가3연질캡슐,로마코연질캡슐,로티지연질캡슐,메가로우연질캡슐,메가엠연질캡슐,메가트리연질캡슐"
"679403ACS","뉴마론연질캡슐0.5그램,뉴마코에스연질캡슐500밀리그램,미니마코연질캡슐500밀리그램,미니메가연질캡슐500밀리그램"
"679500ATB","발트리오정5 80 10밀리그램,발트리오정58010밀리그램,브이포지알정5 80 10밀리그램,브이포지알정58010밀리그램,아모르탄알정5 80 10밀리그램,아모르탄알정58010밀리그램,암로반플러스정5 80 10밀리그램,암로반플러스정58010밀리그램,엑스원알정5 80 10밀리그램,엑스원알정58010밀리그램"
"679600ATB","발트리오정5 160 10밀리그램,발트리오정516010밀리그램,브이포지알정5 160 10밀리그램,브이포지알정516010밀리그램,아모르탄알정5 160 10밀리그램,아모르탄알정516010밀리그램,엑스원알정5 160 10밀리그램,엑스원알정516010밀리그램,엑스크레스바정5 160 10밀리그램,엑스크레스바정516010밀리그램"
"679700ATB","브이포지알정5 160 5밀리그램,브이포지알정51605밀리그램,아모르탄알정5 160 5밀리그램,아모르탄알정51605밀리그램,엑스원알정5 160 5밀리그램,엑스원알정51605밀리그램,엑스크레스바정5 160 5밀리그램,엑스크레스바정51605밀리그램"
"680300ATB","브이포지알정5 80 5밀리그램,브이포지알정5805밀리그램,아모르탄알정5 80 5밀리그램,아모르탄알정5805밀리그램,암로반플러스정5 80 5밀리그램,암로반플러스정5805밀리그램,엑스원알정5 80 5밀리그램,엑스원알정5805밀리그램,엑스크레스바정5 80 5밀리그램,엑스크레스바정5805밀리그램"
"680401ATB","에조스타정,영진조피클론정,조스정,조피스타정,파마에스조피클론정1mg"
"680402ATB","에조스타정,영진조피클론정,조스정,조피스타정,파마에스조피클론정2mg"
"680403ATB","에조스타정,영진조피클론정,조스정,조피스타정,파마에스조피클론정3mg"
"680701BIJ","이베니티주프리필드시린지"
"681000CSI","제피러스흡입용캡슐300 25마이크로그램,제피러스흡입용캡슐30025마이크로그램"
"681100CSI","제피러스흡입용캡슐150 25마이크로그램,제피러스흡입용캡슐15025마이크로그램"
"681600BIS","비카베라포도당 칼슘1.75mmol L 복막투석액,비카베라포도당칼슘1.75mmolL복막투석액"
"681700BIS","비카베라포도당 칼슘1.75mmol L 복막투석액,비카베라포도당칼슘1.75mmolL복막투석액"
"681800BIS","비카베라포도당 칼슘1.75mmol L 복막투석액,비카베라포도당칼슘1.75mmolL복막투석액"
"681900BIS","비카베라포도당 칼슘1.75mmol L 복막투석액,비카베라포도당칼슘1.75mmolL복막투석액"
"682000BIS","비카베라포도당 칼슘1.75mmol L 복막투석액,비카베라포도당칼슘1.75mmolL복막투석액"
"682100BIS","비카베라포도당 칼슘1.75mmol L 복막투석액,비카베라포도당칼슘1.75mmolL복막투석액"
"682700ATB","트루셋정40 5 12.5밀리그램,트루셋정40512.5밀리그램"
"682800ATB","트루셋정80 5 12.5밀리그램,트루셋정80512.5밀리그램"
"682900ATB","트루셋정 80 5 25밀리그램,트루셋정80525밀리그램"
"683000ATB","네비로스타정5 10밀리그램,네비로스타정510밀리그램,크레비스타정5"
"683100ATB","네비로스타정5 20밀리그램,네비로스타정520밀리그램"
"683200ATB","네비로스타정2.5 10밀리그램,네비로스타정2.510밀리그램,크레비스타정2.5"
"683300ATR","듀오메트엑스알정1000 5밀리그램,듀오메트엑스알정10005밀리그램,크레비스정1000 5밀리그램,크레비스정10005밀리그램"
"683400ATR","듀오메트엑스알정1000 10밀리그램,듀오메트엑스알정100010밀리그램,크레비스정1000 10밀리그램,크레비스정100010밀리그램"
"683800CSI","트림보우흡입제100 6 12.5,트림보우흡입제100612.5"
"683901BIJ","앰겔러티 밀리리터프리필드시린지주,앰겔러티 밀리리터프리필드펜주,앰겔러티밀리리터프리필드시린지주,앰겔러티밀리리터프리필드펜주"
"684000ASY","뮤코에이시럽,뮤코코푸시럽,세코라시럽,아미듀오시럽,유라민시럽,콜브론에이시럽,클로르에이시럽"
"684100ATB","에소듀오정40 800밀리그램,에소듀오정40800밀리그램"
"684300ATB","듀카로정30 5 5밀리그램,듀카로정3055밀리그램"
"684400ATB","듀카로정30 5 10밀리그램,듀카로정30510밀리그램"
"684500ATB","듀카로정60 5 5밀리그램,듀카로정6055밀리그램"
"684600ATB","듀카로정60 5 10밀리그램,듀카로정60510밀리그램"
"684700ATB","듀카로정60 10 20밀리그램,듀카로정601020밀리그램"
"686201BIJ","스카이리치프리필드시린지주"
"686202BIJ","스카이리치프리필드펜주 mL,스카이리치프리필드펜주mL"
"686800ATB","올로맥스정40 5 5밀리그램,올로맥스정4055밀리그램"
"686900ATB","올로맥스정40 5 10밀리그램,올로맥스정40510밀리그램"
"687100ASY","로민콤프시럽,펠라닌콤프시럽,펠라움에스시럽"
"687601ATR","데스베라서방정,에스벤서방정,프리넥사서방정"
"687602ATR","데스베라서방정,에스벤서방정,프리넥사서방정"
"687603ATR","데스베라서방정,에스벤서방정,프리넥사서방정"
"688100ATB","아카브정30 10밀리그램,아카브정3010밀리그램"
"688200ATB","아카브정60 10밀리그램,아카브정6010밀리그램"
"688300ATB","아카브정30 20밀리그램,아카브정3020밀리그램"
"688400ATB","아카브정60 20밀리그램,아카브정6020밀리그램"
"688500ATB","아카브정120 40밀리그램,아카브정12040밀리그램"
"689002BIJ","울토미리스주 mL,울토미리스주mL"
"689003BIJ","울토미리스주 mL,울토미리스주mL"
"690400ATB","아바트리정5 80 20밀리그램,아바트리정58020밀리그램,아발탄에이플러스정5 80 20밀리그램,아발탄에이플러스정58020밀리그램,엑스아토르정5 80 20밀리그램,엑스아토르정58020밀리그램,엑스원에이정5 80 20밀리그램,엑스원에이정58020밀리그램,하이포지에이정5 80 20밀리그램,하이포지에이정58020밀리그램"
"690500ATB","아바트리정5 80 10밀리그램,아바트리정58010밀리그램,아발탄에이플러스정5 80 10밀리그램,아발탄에이플러스정58010밀리그램,엑스아토르정5 80 10밀리그램,엑스아토르정58010밀리그램,엑스원에이정5 80 10밀리그램,엑스원에이정58010밀리그램,하이포지에이정5 80 10밀리그램,하이포지에이정58010밀리그램"
"690600ATB","아바트리정5 160 20밀리그램,아바트리정516020밀리그램,아발탄에이플러스정5 160 20밀리그램,아발탄에이플러스정516020밀리그램,엑스아토르정5 160 20밀리그램,엑스아토르정516020밀리그램,엑스원에이정5 160 20밀리그램,엑스원에이정516020밀리그램,하이포지에이정5 160 20밀리그램,하이포지에이정516020밀리그램"
"690700ATB","아바트리정5 160 10밀리그램,아바트리정516010밀리그램,아발탄에이플러스정5 160 10밀리그램,아발탄에이플러스정516010밀리그램,엑스아토르정5 160 10밀리그램,엑스아토르정516010밀리그램,엑스원에이정5 160 10밀리그램,엑스원에이정516010밀리그램,하이포지에이정5 160 10밀리그램,하이포지에이정516010밀리그램"
"691200ATB","네비로스타정2.5 5밀리그램,네비로스타정2.55밀리그램,크레비스타정2.5"
"691301BIJ","루타테라주 옥소도트레오타이드,루타테라주옥소도트레오타이드"
"691400ATB","발트리오정10 160 10밀리그램,발트리오정1016010밀리그램"
"691500ATB","발트리오정10 160 20밀리그램,발트리오정1016020밀리그램"
"691701BIJ","크리스비타주사액"
"691702BIJ","크리스비타주사액"
"691703BIJ","크리스비타주사액"
"691901BIJ","레시노원주,보니센원스주,히알본플러스원스주,히알식스주,히알탄원주"
"692000ATB","아모잘탄엑스큐정 5 50 5 10밀리그램,아모잘탄엑스큐정550510밀리그램"
"692100ATB","아모잘탄엑스큐정 5 50 20 10밀리그램,아모잘탄엑스큐정5502010밀리그램"
"692200ATB","아모잘탄엑스큐정 5 50 10 10밀리그램,아모잘탄엑스큐정5501010밀리그램"
"692300ATB","아모잘탄엑스큐정 5 100 5 10밀리그램,아모잘탄엑스큐정5100510밀리그램"
"692400ATB","아모잘탄엑스큐정 5 100 20 10밀리그램,아모잘탄엑스큐정51002010밀리그램"
"692500ATB","아모잘탄엑스큐정 5 100 10 10밀리그램,아모잘탄엑스큐정51001010밀리그램"
"693000ATB","네비로스타정1.25 5밀리그램,네비로스타정1.255밀리그램"
"693101CSI","산소 93,산소93"
"693201ATB","다포진정,엑시글루정"
"693202ATB","다포진정,엑시글루정"
"693301ATB","다파론정,다파진정,트루다파정"
"693302ATB","다파론정,다파진정,다포르정,트루다파정"
"693402ATB","다파리진정,다파칸정,다플디엠정,다플로진정,슈가파정,젠시가정,포시글리정,포시디정,포실로진정"
"694201ATB","글로시타글정,글루시타정,글리시타정,나누비아정,네오시타정,넥스글립틴정,다누비아정,당이자누정,삼시타정,시글립정"
"694202ATB","글로시타글정,글루시타정,글리시타정,글리자누큐정,나누비아정,네오시타정,넥스글립틴정,다누비아정,당이자누정,비아틴정"
"694203ATB","글로시타글정,글루시타정,글리시타정,글리자누큐정,나누비아정,네오시타정,넥스글립틴정,다누비아정,당이자누정,비아틴정"
"694301BIJ","앱스틸라주[로녹토코그알파(혈액응고인자VIII 유전자재조합)],앱스틸라주[로녹토코그알파(혈액응고인자VIII유전자재조합)]"
"694302BIJ","앱스틸라주[로녹토코그알파(혈액응고인자VIII 유전자재조합)],앱스틸라주[로녹토코그알파(혈액응고인자VIII유전자재조합)]"
"694303BIJ","앱스틸라주[로녹토코그알파(혈액응고인자VIII 유전자재조합)],앱스틸라주[로녹토코그알파(혈액응고인자VIII유전자재조합)]"
"694304BIJ","앱스틸라주[로녹토코그알파(혈액응고인자VIII 유전자재조합)],앱스틸라주[로녹토코그알파(혈액응고인자VIII유전자재조합)]"
"694305BIJ","앱스틸라주[로녹토코그알파(혈액응고인자VIII 유전자재조합)],앱스틸라주[로녹토코그알파(혈액응고인자VIII유전자재조합)]"
"694400ATB","에소카보정20 600밀리그램,에소카보정20600밀리그램,에소카정20 600밀리그램,에소카정20600밀리그램,에소피드정20 600밀리그램,에소피드정20600밀리그램"
"694500ATB","에소카보정40 600밀리그램,에소카보정40600밀리그램,에소카정40 600밀리그램,에소카정40600밀리그램,에소피드정40 600밀리그램,에소피드정40600밀리그램"
"695301ATB","다낼리아정,디포테리정,에이테넬정,유테네정,테글리정,테네그린정,테네글로정,테네글리틴정,테네글립정,테네글정"
"695401ATB","테네글리정,테네로틴정,테네리칸정,테네필정,테넬로드정,테넬리엘정,테넬리탁정,테리글정,테리아정,테리움정"
"696700CSI","포스터200 6에이치에프에이흡입제,포스터2006에이치에프에이흡입제"
"696900ATB","에스글리토정10 5밀리그램,에스글리토정105밀리그램"
"697000ATB","에스글리토정25 5밀리그램,에스글리토정255밀리그램"
"697300ATB","로디엔티정80 2.5밀리그램,로디엔티정802.5밀리그램"
"697400ATB","로디엔티정40 2.5밀리그램,로디엔티정402.5밀리그램"
"697500ATB","로디엔티정80 5밀리그램,로디엔티정805밀리그램"
"697600ATB","로디엔티정40 5밀리그램,로디엔티정405밀리그램"
"698200ATB","라로듀오정,라보니디정,에비맥스디정"
"698400CSI","어택트라흡입용캡슐150 80마이크로그램,어택트라흡입용캡슐15080마이크로그램"
"698500CSI","어택트라흡입용캡슐150 160마이크로그램,어택트라흡입용캡슐150160마이크로그램"
"698600CSI","어택트라흡입용캡슐150 320마이크로그램,어택트라흡입용캡슐150320마이크로그램"
"698700CSI","에너제어흡입용캡슐150 50 80마이크로그램,에너제어흡입용캡슐1505080마이크로그램"
"698800CSI","에너제어흡입용캡슐150 50 160마이크로그램,에너제어흡입용캡슐15050160마이크로그램"
"699400ATB","리바로젯정2 10밀리그램,리바로젯정210밀리그램,스타젯정2,엘제로젯정2 10밀리그램,엘제로젯정210밀리그램,타바로젯정2 10밀리그램,타바로젯정210밀리그램,페바로젯정2 10밀리그램,페바로젯정210밀리그램,피제트정2 10밀리그램"
"699500ATB","리바로젯정4 10밀리그램,리바로젯정410밀리그램,스타젯정4,엘제로젯정4 10밀리그램,엘제로젯정410밀리그램,타바로젯정4 10밀리그램,타바로젯정410밀리그램,페바로젯정4 10밀리그램,페바로젯정410밀리그램,피제트정4 10밀리그램"
"699601BIJ","아조비오토인젝터주,아조비프리필드시린지주"
"699901ATB","브론패스정·옥수수전분 혼합건조물,브론패스정·옥수수전분혼합건조물"
"701100ATB","다비듀오정10,로바젯정10 2.5밀리그램,로바젯정102.5밀리그램,로수바미브정10,로수엠젯정10,로수젯정10 2.5밀리그램,로수젯정102.5밀리그램,로우로제정10,로제듀오정10,에제로수정10"
"701401ATB","아제로핀정,아제리아정,아젤디핀정,아젤블럭정8밀리그램,아젤핀정"
"701402ATB","아제로핀정,아제리아정,아젤디핀정,아젤블럭정16밀리그램,아젤핀정"
"701500BIJ","페스코피하주사600"
"701600BIJ","페스코피하주사1200"
"701700ATB","듀오웰플러스정80 20 10밀리그램,듀오웰플러스정802010밀리그램,로제텔정80 20 10밀리그램,로제텔정802010밀리그램"
"701800ATB","듀오웰플러스정80 10 10밀리그램,듀오웰플러스정801010밀리그램,로제텔정80 10 10밀리그램,로제텔정801010밀리그램"
"701900ATB","듀오웰플러스정80 5 10밀리그램,듀오웰플러스정80510밀리그램,로제텔정80 5 10밀리그램,로제텔정80510밀리그램"
"702000ATB","듀오웰플러스정40 20 10밀리그램,듀오웰플러스정402010밀리그램,로제텔정40 20 10밀리그램,로제텔정402010밀리그램,텔미로젯정40 20 10밀리그램,텔미로젯정402010밀리그램"
"702100ATB","듀오웰플러스정40 5 10밀리그램,듀오웰플러스정40510밀리그램,로제텔정40 5 10밀리그램,로제텔정40510밀리그램,텔미로젯정40 5 10밀리그램,텔미로젯정40510밀리그램"
"702200ATB","듀오웰플러스정40 10 10밀리그램,듀오웰플러스정401010밀리그램,로제텔정40 10 10밀리그램,로제텔정401010밀리그램,텔미로젯정40 10 10밀리그램,텔미로젯정401010밀리그램"
"702400ATB","큐턴정5 10밀리그램,큐턴정510밀리그램"
"702500ATB","빌다글메트정50"
"702600ATB","빌다글메트정50"
"702700ATB","빌다글메트정50"
"702800ATB","에제슈프라정,에제페노정,페노제티브정"
"703201ATB","도브프렐라정"
"703500ATB","팍스로비드정"
"704100ATB","빌다메트정50 850밀리그램,빌다메트정50850밀리그램"
"704200ATB","빌다메트정50 500밀리그램,빌다메트정50500밀리그램"
"704300ATB","빌다메트정50 1000밀리그램,빌다메트정501000밀리그램"
"704600ATB","라베뉴정10,라베듀엣정10,라베모어정10,라베올듀오정10,라비듀오정10,라비에트듀오정10"
"704701ATB","벨록스캡정,앱시토정,위캡정,펙수클루정"
"704702ATB","벨록스캡정,앱시토정,위캡정,펙수클루정"
"705100ATB","글로시타포민정50 1000밀리그램,글로시타포민정501000밀리그램,글루시타듀오정50 1000밀리그램,글루시타듀오정501000밀리그램,글리메자큐정50,글리시타메트정50 1000밀리그램,글리시타메트정501000밀리그램,나누메트정50 1000밀리그램,나누메트정501000밀리그램,넥스글립틴듀오정50 1000밀리그램"
"705200ATB","글로시타포민정50 500밀리그램,글로시타포민정50500밀리그램,글루시타듀오정50 500밀리그램,글루시타듀오정50500밀리그램,글리메자큐정50,글리시타메트정50 500밀리그램,글리시타메트정50500밀리그램,나누메트정50 500밀리그램,나누메트정50500밀리그램,넥스글립틴듀오정50 500밀리그램"
"705300ATB","글로시타포민정50 850밀리그램,글로시타포민정50850밀리그램,글루시타듀오정50 850밀리그램,글루시타듀오정50850밀리그램,글리메자큐정50,글리시타메트정50 850밀리그램,글리시타메트정50850밀리그램,나누메트정50 850밀리그램,나누메트정50850밀리그램,넥스글립틴듀오정50 850밀리그램"
"705900ATB","라베뉴정20 500밀리그램,라베뉴정20500밀리그램,라베듀엣정20 500밀리그램,라베듀엣정20500밀리그램,라베모어정20 500밀리그램,라베모어정20500밀리그램,라베올듀오정20 500밀리그램,라베올듀오정20500밀리그램,라비듀오정20 500밀리그램,라비듀오정20500밀리그램"
"706000ATB","라베듀오정20 800밀리그램,라베듀오정20800밀리그램,라베콤비정,라베프탑정20 800밀리그램,라베프탑정20800밀리그램"
"706100ATB","에소메졸플러스정40 350밀리그램,에소메졸플러스정40350밀리그램"
"706300ATB","칸타벨에이정8 5 10밀리그램,칸타벨에이정8510밀리그램"
"706400ATB","칸타벨에이정16 5 20밀리그램,칸타벨에이정16520밀리그램"
"706500ATB","칸타벨에이정16 10 40밀리그램,칸타벨에이정161040밀리그램"
"706600ATB","칸타벨에이정8 5 20밀리그램,칸타벨에이정8520밀리그램"
"706700ATB","칸타벨에이정16 5 10밀리그램,칸타벨에이정16510밀리그램"
"706900ATB","글루듀오정10 100밀리그램,글루듀오정10100밀리그램,글리로우싯정10 100밀리그램,글리로우싯정10100밀리그램,나누당시가정10 100밀리그램,나누당시가정10100밀리그램,뉴시타글로진정10,다글로시타정10 100밀리그램,다글로시타정10100밀리그램,다글립정10 100밀리그램"
"707500ATB","듀카브플러스정30 5 12.5밀리그램,듀카브플러스정30512.5밀리그램"
"707600ATB","듀카브플러스정60 5 12.5밀리그램,듀카브플러스정60512.5밀리그램"
"707700ATB","듀카브플러스정60 10 12.5밀리그램,듀카브플러스정601012.5밀리그램"
"708000ATB","에소메졸플러스정20 350밀리그램,에소메졸플러스정20350밀리그램"
"708200ATR","다낼리아엠서방정20 1000밀리그램,다낼리아엠서방정201000밀리그램,디포테리엠서방정20 1000밀리그램,디포테리엠서방정201000밀리그램,에이테넬엠서방정20 1000밀리그램,에이테넬엠서방정201000밀리그램,유테네엠서방정20 1000밀리그램,유테네엠서방정201000밀리그램,테글리엠서방정20 1000밀리그램,테글리엠서방정201000밀리그램"
"708300ATR","다낼리아엠서방정10 750밀리그램,다낼리아엠서방정10750밀리그램,디포테리엠서방정10 750밀리그램,디포테리엠서방정10750밀리그램,에이테넬엠서방정10 750밀리그램,에이테넬엠서방정10750밀리그램,유테네엠서방정10 750밀리그램,유테네엠서방정10750밀리그램,테글리엠서방정10 750밀리그램,테글리엠서방정10750밀리그램"
"708400ATR","다낼리아엠서방정10 500밀리그램,다낼리아엠서방정10500밀리그램,디포테리엠서방정10 500밀리그램,디포테리엠서방정10500밀리그램,에이테넬엠서방정10 500밀리그램,에이테넬엠서방정10500밀리그램,유테네엠서방정10 500밀리그램,유테네엠서방정10500밀리그램,테글리엠서방정10 500밀리그램,테글리엠서방정10500밀리그램"
"708900ATB","네비로스타정2.5 20밀리그램,네비로스타정2.520밀리그램"
"709000ATB","클로잘탄정50,클로잘탄정50 12.5밀리그램,클로잘탄정5012.5밀리그램"
"709100ATB","클로잘탄정100,클로잘탄정100 12.5밀리그램,클로잘탄정10012.5밀리그램"
"709300ATR","글로시타포민서방정50 500밀리그램,글로시타포민서방정50500밀리그램,글루시타듀오서방정50 500밀리그램,글루시타듀오서방정50500밀리그램,글리시타메트엑스알서방정50 500밀리그램,글리시타메트엑스알서방정50500밀리그램,나누메트엑스알서방정50 500밀리그램,나누메트엑스알서방정50500밀리그램,다누메트엑스알서방정50 500밀리그램,다누메트엑스알서방정50500밀리그램"
"709400ATR","글로시타포민서방정50 1000밀리그램,글로시타포민서방정501000밀리그램,글루시타듀오서방정50 1000밀리그램,글루시타듀오서방정501000밀리그램,글리시타메트엑스알서방정50 1000밀리그램,글리시타메트엑스알서방정501000밀리그램,나누메트엑스알서방정50 1000밀리그램,나누메트엑스알서방정501000밀리그램,다누메트엑스알서방정50 1000밀리그램,다누메트엑스알서방정501000밀리그램"
"709500ATR","글로시타포민서방정100 1000밀리그램,글로시타포민서방정1001000밀리그램,글루시타듀오서방정100 1000밀리그램,글루시타듀오서방정1001000밀리그램,글리시타메트엑스알서방정100 1000밀리그램,글리시타메트엑스알서방정1001000밀리그램,나누메트엑스알서방정100 1000밀리그램,나누메트엑스알서방정1001000밀리그램,다누메트엑스알서방정100 1000밀리그램,다누메트엑스알서방정1001000밀리그램"
"709700ATB","로제텔핀정40 5 10 5밀리그램,로제텔핀정405105밀리그램,텔미칸큐정40 5 10 5밀리그램,텔미칸큐정405105밀리그램"
"709800ATB","로제텔핀정40 10 10 5밀리그램,로제텔핀정4010105밀리그램,텔미칸큐정40 10 10 5밀리그램,텔미칸큐정4010105밀리그램"
"709900ATB","로제텔핀정40 20 10 5밀리그램,로제텔핀정4020105밀리그램,텔미칸큐정40 20 10 5밀리그램,텔미칸큐정4020105밀리그램"
"710000ATB","로제텔핀정80 5 10 5밀리그램,로제텔핀정805105밀리그램,텔미칸큐정80 5 10 5밀리그램,텔미칸큐정805105밀리그램"
"710100ATB","로제텔핀정80 10 10 5밀리그램,로제텔핀정8010105밀리그램,텔미칸큐정80 10 10 5밀리그램,텔미칸큐정8010105밀리그램"
"710200ATB","로제텔핀정80 20 10 5밀리그램,로제텔핀정8020105밀리그램,텔미칸큐정80 20 10 5밀리그램,텔미칸큐정8020105밀리그램"
"710700ATB","듀카브플러스정60 5 25밀리그램,듀카브플러스정60525밀리그램"
"710900ATR","테네글리엠서방정20 1000밀리그램,테네글리엠서방정201000밀리그램,테네로틴엠서방정20 1000밀리그램,테네로틴엠서방정201000밀리그램,테네리칸엠서방정20 1000밀리그램,테네리칸엠서방정201000밀리그램,테네필플러스서방정20 1000밀리그램,테네필플러스서방정201000밀리그램,테넬로드엠서방정20 1000밀리그램,테넬로드엠서방정201000밀리그램"
"711000ATR","테네글리엠서방정10 750밀리그램,테네글리엠서방정10750밀리그램,테네로틴엠서방정10 750밀리그램,테네로틴엠서방정10750밀리그램,테네리칸엠서방정10 750밀리그램,테네리칸엠서방정10750밀리그램,테네필플러스서방정10 750밀리그램,테네필플러스서방정10750밀리그램,테넬로드엠서방정10 750밀리그램,테넬로드엠서방정10750밀리그램"
"711100ATR","테네글리엠서방정10 500밀리그램,테네글리엠서방정10500밀리그램,테네로틴엠서방정10 500밀리그램,테네로틴엠서방정10500밀리그램,테네리칸엠서방정10 500밀리그램,테네리칸엠서방정10500밀리그램,테네필플러스서방정10 500밀리그램,테네필플러스서방정10500밀리그램,테넬로드엠서방정10 500밀리그램,테넬로드엠서방정10500밀리그램"
"711200ACS","뉴토메가연질캡슐5 1000밀리그램,뉴토메가연질캡슐51000밀리그램,아토메가연질캡슐5 1000mg,아토메가연질캡슐51000mg,아토코마연질캡슐5 1000밀리그램,아토코마연질캡슐51000밀리그램,아트맥콤비젤연질캡슐5 1000밀리그램,아트맥콤비젤연질캡슐51000밀리그램,휴토메가연질캡슐5 1000밀리그램,휴토메가연질캡슐51000밀리그램"
"711300ATB","다파엔시타정10 100밀리그램,다파엔시타정10100밀리그램,엑시글루에스정"
"712200ATB","누보로젯정40 2.5 5 10밀리그램,누보로젯정402.5510밀리그램"
"712300ATB","누보로젯정40 2.5 10 10밀리그램,누보로젯정402.51010밀리그램"
"712400ATB","누보로젯정40 5 5 10밀리그램,누보로젯정405510밀리그램"
"712500ATB","누보로젯정40 5 10 10밀리그램,누보로젯정4051010밀리그램"
"713200ATR","아세리손정,아펙손정,에어페낙듀오정,에페신에이스정,에페크로닉정,페낙손정"
"715200ATR","다메트서방정10 1000밀리그램,다메트서방정101000밀리그램,다파엔듀오서방정10 1000밀리그램,다파엔듀오서방정101000밀리그램,다파엠서방정10 1000밀리그램,다파엠서방정101000밀리그램,다파원엠서방정10 1000밀리그램,다파원엠서방정101000밀리그램,다파프로진메트서방정10 1000밀리그램,다파프로진메트서방정101000밀리그램"
"715300ATR","다파엔듀오서방정10 500밀리그램,다파엔듀오서방정10500밀리그램,다파원엠서방정10 500밀리그램,다파원엠서방정10500밀리그램,다파프로진메트서방정10 500밀리그램,다파프로진메트서방정10500밀리그램,포슈벳듀오서방정10 500밀리그램,포슈벳듀오서방정10500밀리그램"
"715400ATR","다파엔듀오서방정5 1000밀리그램,다파엔듀오서방정51000밀리그램,다파엠서방정5 1000밀리그램,다파엠서방정51000밀리그램,다파원엠서방정5 1000밀리그램,다파원엠서방정51000밀리그램,다파프로진메트서방정5 1000밀리그램,다파프로진메트서방정51000밀리그램,플로가듀오서방정5 1000밀리그램,플로가듀오서방정51000밀리그램"
"715500ATR","다파원엠서방정5 500밀리그램,다파원엠서방정5500밀리그램,다파프로진메트서방정5 500밀리그램,다파프로진메트서방정5500밀리그램"
"715701ATB","베나보정,엔블로정,이글렉스정"
"716100ATB","건카브정60 2.5밀리그램,건카브정602.5밀리그램,듀나브정60,듀라브정60 2.5밀리그램,듀라브정602.5밀리그램,듀얼로우정60 2.5밀리그램,듀얼로우정602.5밀리그램,듀얼테라정60 2.5밀리그램,듀얼테라정602.5밀리그램,듀이젠정60"
"717000BIJ","자비쎄프타주"
"717500ATB","건카브정60 5밀리그램,건카브정605밀리그램,듀라브정60 5밀리그램,듀라브정605밀리그램,듀얼테라정60 5밀리그램,듀얼테라정605밀리그램,듀이젠정60,듀카노바정60,듀카엘비정60 5밀리그램,듀카엘비정605밀리그램"
"718200ATR","시타엔메트엑스알서방정50 750밀리그램,시타엔메트엑스알서방정50750밀리그램,자누리틴콤비서방정50 750 밀리그램,자누리틴콤비서방정50750밀리그램,트루시타엠서방정50"
"718300ATR","다파엘듀오서방정10 1000밀리그램,다파엘듀오서방정101000밀리그램,다파칸메트서방정10 1000밀리그램,다파칸메트서방정101000밀리그램,다포진엠서방정10 1000밀리그램,다포진엠서방정101000밀리그램,포시글리듀오서방정10 1000밀리그램,포시글리듀오서방정101000밀리그램"
"718400ATB","뉴란소엑스정30 600밀리그램,뉴란소엑스정30600밀리그램,란사톤듀오정30,란소듀오정30 600밀리그램,란소듀오정30600밀리그램,란소앤정30 600밀리그램,란소앤정30600밀리그램,란스타정30 600밀리그램,란스타정30600밀리그램,란탄듀오정30 600밀리그램"
